Date,Open,High,Low,Close,Volume,Adj Close
2006-12-13,87.949997,89.070003,87.149999,89.050002,214263000,11.781179
2006-12-14,89.050002,89.999997,88.259997,88.549997,208082700,11.715029
2006-12-15,89.020001,89.219999,87.330003,87.719998,184984800,11.605222
2006-12-18,87.630003,87.999998,84.59,85.47,180394200,11.30755
2006-12-19,84.729997,86.680001,83.619998,86.309999,227851400,11.418681
2006-12-20,86.470003,86.670001,84.739997,84.759997,141922900,11.213618
2006-12-21,84.700003,85.48,82.199999,82.900002,225899800,10.967543
2006-12-22,83.460001,84.040001,81.599998,82.199999,153325900,10.874934
2006-12-26,82.149998,82.570001,80.890002,81.510003,122672200,10.783649
2006-12-27,78.15,82.000001,76.770001,81.520003,483938700,10.784972
2006-12-28,80.22,81.249997,79.650001,80.870002,279969200,10.698977
2006-12-29,83.949999,85.399999,83.359999,84.839999,269107300,11.224202
2007-01-03,86.289999,86.579999,81.899999,83.800002,309579900,11.086612
2007-01-04,84.050001,85.949998,83.820003,85.659998,211815100,11.332687
2007-01-05,85.77,86.199997,84.400002,85.049997,208685400,11.251984
2007-01-08,85.959998,86.529998,85.280003,85.47,199276700,11.30755
2007-01-09,86.450003,92.979999,85.15,92.570003,837324600,12.24687
2007-01-10,94.749999,97.800002,93.450003,96.999997,738220000,12.832951
2007-01-11,95.94,96.779999,95.1,95.800003,360063200,12.674194
2007-01-12,94.590002,95.059999,93.229998,94.620003,328172600,12.518082
2007-01-16,95.68,97.250003,95.450002,97.099999,311019100,12.846181
2007-01-17,97.560003,97.599998,94.820001,94.949997,411565000,12.561739
2007-01-18,92.099998,92.109999,89.050002,89.070003,591151400,11.783825
2007-01-19,88.629999,89.650002,88.120001,88.500003,341118400,11.708415
2007-01-22,89.139997,89.159998,85.649998,86.789997,363506500,11.482184
2007-01-23,85.73,87.51,85.510001,85.699999,301856100,11.337979
2007-01-24,86.680001,87.149999,86.080001,86.700002,231953400,11.470278
2007-01-25,87.109998,88.500003,86.03,86.249998,226493400,11.410743
2007-01-26,87.109998,87.369997,84.990003,85.379998,246718500,11.295643
2007-01-29,86.299999,86.650001,85.530002,85.939998,225416100,11.36973
2007-01-30,86.430002,86.489997,85.250002,85.550002,144492600,11.318134
2007-01-31,84.86,85.999999,84.350001,85.73,214017300,11.341948
2007-02-01,86.229998,86.269999,84.739997,84.739997,166085500,11.210972
2007-02-02,84.120003,85.250002,83.7,84.749997,155382500,11.212295
2007-02-05,84.3,85.230001,83.939999,83.939999,144713100,11.105133
2007-02-06,84.449997,84.469997,82.860001,84.149997,216098400,11.132916
2007-02-07,84.479998,86.380001,83.550003,86.150002,266706300,11.397513
2007-02-08,85.429999,86.509997,85.409999,86.180003,169757700,11.401483
2007-02-09,85.880003,86.199997,83.210002,83.270003,215135200,11.016494
2007-02-12,84.430003,85.18,83.629998,84.88,181017900,11.229494
2007-02-13,85.16,85.290003,84.3,84.700003,145246500,11.205681
2007-02-14,84.630001,85.639997,84.57,85.300003,126995400,11.28506
2007-02-15,85.44,85.619997,84.779998,85.210001,90915300,11.273153
2007-02-16,85.250002,85.409999,84.660002,84.829999,99967000,11.222879
2007-02-20,84.650002,86.160003,84.159997,85.899997,154425600,11.364438
2007-02-21,85.979999,89.489999,85.959998,89.199999,288828400,11.801023
2007-02-22,90.800002,90.810002,88.529997,89.509999,209556200,11.842036
2007-02-23,89.159998,90.339998,88.849998,89.070003,129473400,11.783825
2007-02-26,89.84,89.999997,87.610003,88.510003,153962200,11.709738
2007-02-27,86.299999,87.079997,83.41,83.929998,286453300,11.10381
2007-02-28,82.999997,85.600003,82.999997,84.610001,229868800,11.193774
2007-03-01,84.030001,88.309999,83.750001,87.060003,353882200,11.517905
2007-03-02,86.770003,87.540001,85.210001,85.409999,215000100,11.299612
2007-03-05,85.890003,88.65,85.76,86.32,209724900,11.420004
2007-03-06,87.8,88.309999,87.399998,88.190002,180796700,11.667402
2007-03-07,88.049999,88.97,87.449999,87.719998,156571100,11.605222
2007-03-08,88.589998,88.720001,87.459999,87.999998,127752800,11.642265
2007-03-09,88.800003,88.849998,87.399998,87.969997,112959000,11.638296
2007-03-12,88.07,89.989997,87.989998,89.870001,182352100,11.889664
2007-03-13,89.409997,90.599998,88.400001,88.400001,216972700,11.695185
2007-03-14,88.599998,89.999997,87.920003,89.999997,199146500,11.906862
2007-03-15,89.960003,90.359999,89.310001,89.570001,139874700,11.849974
2007-03-16,89.54,89.989997,89.320002,89.590001,142926000,11.85262
2007-03-19,90.240003,91.549999,89.590001,91.130003,178240300,12.05636
2007-03-20,91.350001,91.839999,91.060001,91.479998,122229100,12.102664
2007-03-21,91.990003,94.000002,91.650002,93.869999,171724000,12.418857
2007-03-22,93.730002,94.359997,92.999999,93.960001,140373100,12.430764
2007-03-23,93.35,94.069997,93.299999,93.519998,112721000,12.372553
2007-03-26,93.990002,95.899999,93.299999,95.849998,216246800,12.680808
2007-03-27,95.710001,96.83,94.999998,95.460002,233013200,12.629212
2007-03-28,94.880002,95.400001,93.150002,93.239998,235584300,12.335509
2007-03-29,94.19,94.19,92.230001,93.750003,181430900,12.402982
2007-03-30,94.280002,94.679997,92.75,92.909997,150139500,12.29185
2007-04-02,94.139998,94.250001,93.02,93.650001,125498100,12.389752
2007-04-03,94.139998,95.229997,93.760003,94.5,145983600,12.502205
2007-04-04,94.939997,95.140001,94.129998,94.270001,119196000,12.471777
2007-04-05,94.119998,94.679997,93.519998,94.679997,88879000,12.526019
2007-04-09,95.210003,95.299998,93.04,93.650001,103335400,12.389752
2007-04-10,93.670001,94.260001,93.410002,94.250001,88116700,12.469131
2007-04-11,93.9,93.950001,92.329997,92.590003,137254600,12.249516
2007-04-12,92.039997,92.310003,90.72,92.190001,164168900,12.196596
2007-04-13,90.899998,91.400002,90.059999,90.240003,179985400,11.938614
2007-04-16,90.569997,91.499998,90.250003,91.430003,152258400,12.096049
2007-04-17,92.000003,92.300003,89.699997,90.349998,187980100,11.953167
2007-04-18,90.160001,90.850003,89.600001,90.4,116011000,11.959782
2007-04-19,90.190001,91.249999,89.83,90.270003,106478400,11.942583
2007-04-20,90.889997,91.179997,90.550003,90.969999,130694900,12.035192
2007-04-23,91.59,93.799997,91.420003,93.509997,195072500,12.37123
2007-04-24,93.960001,96.390003,91.3,93.239998,263813200,12.335509
2007-04-25,94.23,95.400001,93.799997,95.349999,296786000,12.614659
2007-04-26,101.580002,102.500003,98.3,98.839999,434444500,13.076381
2007-04-27,98.179997,99.949998,97.69,99.919997,174850900,13.219263
2007-04-30,100.090001,101.000002,99.669998,99.800001,154127400,13.203387
2007-05-01,99.590003,100.35,98.549999,99.47,133130900,13.159729
2007-05-02,99.649998,100.539998,99.47,100.390001,126286300,13.281444
2007-05-03,100.730002,101.449999,100.009999,100.400002,144019400,13.282767
2007-05-04,100.799997,101.600002,100.499997,100.809998,95496800,13.337008
2007-05-07,101.079997,104.349998,101.010002,103.920002,215389300,13.748457
2007-05-08,103.469998,105.149997,103.419997,105.060001,195999300,13.899277
2007-05-09,104.909998,106.959998,104.889997,106.880003,179439400,14.140061
2007-05-10,106.629997,108.840001,105.920001,107.34,299314400,14.200918
2007-05-11,107.740003,109.130001,106.780001,108.739999,163424100,14.386135
2007-05-14,109.619999,110.000001,108.250001,109.36,162986600,14.468161
2007-05-15,109.569998,110.199999,106.48,107.519998,238628600,14.224731
2007-05-16,108.530001,108.830001,103.419997,107.34,281691900,14.200918
2007-05-17,107.150002,109.869998,107.150002,109.440001,183822800,14.478745
2007-05-18,110.23,110.640002,109.770002,110.020001,155336300,14.555478
2007-05-21,110.310001,112.449997,110.050002,111.98,159973100,14.814783
2007-05-22,112.489998,113.75,112.01,113.539995,143102400,15.021168
2007-05-23,114.020006,115.000002,112.59,112.889994,227843700,14.935173
2007-05-24,112.810005,114.460003,110.370003,110.689997,221840500,14.644117
2007-05-25,112.0,113.780001,111.500002,113.619997,158239900,15.031752
2007-05-29,114.450003,114.859999,112.690002,114.35,161423500,15.12833
2007-05-30,114.299999,118.879997,113.529995,118.769995,369611200,15.713089
2007-05-31,120.069998,122.170006,119.539999,121.189997,324266600,16.033251
2007-06-01,121.099995,121.189997,118.289997,118.4,221315500,15.664139
2007-06-04,118.630005,121.729996,117.900002,121.33,221668300,16.051773
2007-06-05,121.410002,122.690004,120.499994,122.670004,230196400,16.229054
2007-06-06,122.299995,124.049995,121.950001,123.639999,278060300,16.357383
2007-06-07,124.990004,127.609997,123.190002,124.069996,478769900,16.414271
2007-06-08,125.819996,125.829996,122.289995,124.490005,310420600,16.469837
2007-06-11,126.0,126.150003,119.539999,120.190001,468564600,15.900953
2007-06-12,119.349995,121.709995,118.309998,120.380005,356641600,15.92609
2007-06-13,121.149996,121.189997,115.399998,117.500006,430338300,15.545071
2007-06-14,117.199999,119.449997,116.419994,118.749994,243316500,15.710443
2007-06-15,120.619997,120.669998,119.860006,120.499994,202804700,15.941965
2007-06-18,123.280005,125.179995,122.540001,125.090006,227651200,16.549216
2007-06-19,124.689997,125.010004,122.909996,123.66,235756500,16.360029
2007-06-20,123.870005,124.659996,121.500004,121.550005,224378000,16.08088
2007-06-21,121.699995,124.290001,120.719999,123.900005,216761300,16.391781
2007-06-22,123.850004,124.450005,122.379997,122.999998,157969000,16.272712
2007-06-25,124.189999,125.090006,121.059994,122.339996,241350900,16.185394
2007-06-26,123.979994,123.999994,118.719994,119.650002,336251300,15.829512
2007-06-27,120.609997,122.040003,119.260006,121.889999,243674200,16.12586
2007-06-28,122.359997,122.49,119.999996,120.559996,209535900,15.949903
2007-06-29,121.970001,123.999994,121.089994,122.040003,284460400,16.145706
2007-07-02,121.049994,122.090004,119.299994,121.259998,248715600,16.042512
2007-07-03,122.000002,127.400005,121.500004,127.17,290620400,16.824396
2007-07-05,128.799997,132.969999,128.689995,132.749994,363262900,17.562621
2007-07-06,133.130003,133.339994,130.399994,132.299997,218673700,17.503087
2007-07-09,132.379999,132.899998,129.180006,130.330006,248955000,17.24246
2007-07-10,128.879999,134.499994,128.809998,132.349998,313751900,17.509702
2007-07-11,132.070005,133.700003,131.310001,132.389999,205443000,17.514994
2007-07-12,133.850006,134.240002,132.389999,134.069998,176152200,17.737256
2007-07-13,135.030006,137.850004,134.519995,137.730001,226901500,18.221468
2007-07-16,138.390003,139.98,137.499996,138.099997,234028200,18.270418
2007-07-17,138.300001,139.600004,137.499996,138.910002,177489900,18.377581
2007-07-18,138.189999,138.440004,136.040003,138.119997,189214200,18.273064
2007-07-19,140.299994,140.810005,139.650005,140.0,183222900,18.521786
2007-07-20,141.649998,144.180002,140.0,143.750006,291943400,19.017906
2007-07-23,143.309996,145.219999,140.929995,143.700005,259122500,19.011291
2007-07-24,138.880001,140.999996,134.15,134.890003,448823200,17.845741
2007-07-25,137.350006,138.360003,135.000006,137.260004,374045700,18.159288
2007-07-26,145.910002,148.499994,136.959997,146.000004,546657300,19.315577
2007-07-27,146.189995,148.920004,143.780006,143.849995,290274600,19.031134
2007-07-30,144.330006,145.450005,139.570004,141.430006,276747100,18.710973
2007-07-31,142.970001,143.48,131.520006,131.759998,440598200,17.431646
2007-08-01,133.640001,135.380001,127.77,135.000006,437539200,17.860294
2007-08-02,136.650003,136.959997,134.15,136.49,213161200,18.057418
2007-08-03,135.259998,135.950001,131.500006,131.85,169796900,17.443553
2007-08-06,132.899998,135.269999,128.299999,135.249998,231292600,17.893368
2007-08-07,134.940004,137.240004,132.630005,135.030006,237484100,17.864263
2007-08-08,136.760006,136.859995,132.000004,134.009996,202024200,17.729317
2007-08-09,131.109997,133.0,125.090006,126.389996,281348900,16.721203
2007-08-10,123.120001,127.75,120.300003,125.000004,352687300,16.537309
2007-08-13,128.32,129.349997,126.499998,127.790001,188227900,16.906422
2007-08-14,128.289999,128.299999,123.710001,124.029995,184751700,16.408979
2007-08-15,122.740005,124.860001,119.650002,119.899994,248213000,15.862586
2007-08-16,117.009995,118.500002,111.619998,117.049995,466672500,15.485535
2007-08-17,122.010002,123.499996,119.820005,122.060003,298765600,16.148352
2007-08-20,123.959993,124.500006,120.499994,122.219994,200829300,16.169518
2007-08-21,122.209993,128.960001,121.000006,127.569996,325761800,16.877315
2007-08-22,131.219999,132.749994,130.330006,132.510002,265441400,17.53087
2007-08-23,133.090002,133.339994,129.760006,131.069996,216709500,17.34036
2007-08-24,130.529997,135.370001,129.809994,135.299999,227958500,17.899983
2007-08-27,133.389996,134.659998,132.100006,132.249996,176859900,17.496472
2007-08-28,130.989994,132.41,126.630001,126.820005,294841400,16.778093
2007-08-29,129.879995,134.18,129.540001,134.079998,291715200,17.738579
2007-08-30,132.670006,138.25,132.299997,136.249994,358895600,18.025666
2007-08-31,139.490002,139.650005,137.409994,138.480005,219221800,18.320693
2007-09-04,139.939999,145.729998,139.839996,144.160002,329210700,19.072148
2007-09-05,144.969994,145.84,136.100004,136.760006,582055600,18.093139
2007-09-06,135.560005,137.569998,132.709993,135.010006,475315400,17.861617
2007-09-07,132.010004,132.299997,129.999998,131.769999,357644000,17.432969
2007-09-10,136.989998,138.039995,133.949995,136.710005,371959700,18.086524
2007-09-11,137.900005,138.300001,133.750004,135.490004,242971400,17.92512
2007-09-12,135.990002,139.4,135.749996,136.849995,255692500,18.105045
2007-09-13,138.83,139.000004,136.650003,137.200003,164040800,18.15135
2007-09-14,136.570002,138.980003,136.200006,138.809999,151830000,18.36435
2007-09-17,138.990004,140.59,137.599998,138.410004,198342900,18.311432
2007-09-18,139.060005,142.849998,137.830004,140.919994,266022400,18.6435
2007-09-19,143.020002,143.160006,139.4,140.770004,256720100,18.623656
2007-09-20,140.150003,141.790001,139.319998,140.309994,172960200,18.562797
2007-09-21,141.139999,144.65,140.309994,144.150002,284720100,19.070825
2007-09-24,146.729994,149.849998,146.650005,148.280003,263040400,19.617217
2007-09-25,146.839996,153.219995,146.819996,153.179995,298137700,20.265479
2007-09-26,154.469997,154.999996,151.250004,152.769999,243817000,20.211237
2007-09-27,153.769995,154.519999,152.320002,154.499998,164549700,20.440113
2007-09-28,153.440001,154.6,152.749998,153.470001,153775300,20.303846
2007-10-01,154.630001,157.409998,152.930002,156.34,209267100,20.683543
2007-10-02,156.550005,158.589998,155.890003,158.449995,198017400,20.962692
2007-10-03,157.780006,159.179998,157.010002,157.919996,173129600,20.892574
2007-10-04,157.999998,158.08,153.500002,156.239998,164239600,20.670313
2007-10-05,158.370007,161.58,157.700005,161.449997,235867800,21.359588
2007-10-08,163.490004,167.909998,162.970005,167.909998,208982200,22.214236
2007-10-09,170.199997,171.110004,166.679996,167.859997,276071600,22.207621
2007-10-10,167.550003,167.879997,165.599998,166.789999,166897500,22.066062
2007-10-11,169.489994,171.879995,153.209995,162.230001,410998000,21.462781
2007-10-12,163.010006,167.279997,161.800005,167.249996,247044000,22.126919
2007-10-15,167.98,169.569996,163.500004,166.980003,269482500,22.091199
2007-10-16,165.539997,170.179996,165.150002,169.579996,266957600,22.435174
2007-10-17,172.690001,173.039995,169.18,172.750002,281903300,22.854561
2007-10-18,171.5,174.189995,171.050003,173.500006,205919000,22.953785
2007-10-19,174.239996,174.630005,170.000006,170.420002,322945000,22.546305
2007-10-22,170.35,174.899998,169.960005,174.359999,412374900,23.067561
2007-10-23,188.560003,188.600004,182.760004,186.160002,448791000,24.628683
2007-10-24,185.809994,187.209999,179.240004,185.929996,322120400,24.598254
2007-10-25,184.869999,185.899996,181.660006,182.780005,243400500,24.181515
2007-10-26,185.289995,185.369997,182.879993,184.699995,176719200,24.435527
2007-10-29,185.449999,186.589998,184.699995,185.090004,135138500,24.487124
2007-10-30,186.180002,189.369995,184.729996,186.999994,234853500,24.739813
2007-10-31,187.629995,190.119999,184.950001,189.949995,208327700,25.130094
2007-11-01,188.600004,190.099998,179.999994,187.440004,201259100,24.798026
2007-11-02,189.210005,189.439997,183.489994,187.870001,250528600,24.854914
2007-11-05,185.289995,188.959999,184.239998,186.180002,201044200,24.631329
2007-11-06,187.049995,192.000002,185.269995,191.789997,238681800,25.373523
2007-11-07,190.609997,192.680004,186.130001,186.300005,248581900,24.647206
2007-11-08,186.67,186.900005,167.769995,175.469997,472594500,23.214412
2007-11-09,171.150005,175.120003,165.210003,165.370007,381595200,21.878199
2007-11-12,165.280005,167.700006,150.630003,153.759995,442266300,20.342212
2007-11-13,160.849997,170.980001,153.759995,169.960005,434861700,22.485449
2007-11-14,177.159996,177.570005,163.739996,166.109997,362292000,21.976098
2007-11-15,166.390003,169.589996,160.299997,164.299995,371852600,21.736638
2007-11-16,165.300005,167.020004,159.330002,166.390003,345873500,22.013143
2007-11-19,166.099997,168.200005,162.099998,163.950001,288607200,21.690334
2007-11-20,165.67,171.790007,163.530005,168.850006,385910700,22.338597
2007-11-21,165.840004,172.350006,164.670004,168.459997,304452400,22.287
2007-11-23,171.999998,172.049999,169.75,171.540001,116439400,22.69448
2007-11-26,173.589994,177.269999,172.350006,172.539997,326438700,22.826778
2007-11-27,175.220005,175.790005,170.010006,174.809996,329257600,23.127095
2007-11-28,176.820002,180.599995,175.349995,180.219999,287728000,23.84283
2007-11-29,179.429995,185.170006,179.150002,184.289999,262731700,24.381285
2007-11-30,187.340002,187.699997,179.700001,182.220005,296950500,24.107428
2007-12-03,181.859997,184.139996,177.699995,178.859995,240367400,23.662904
2007-12-04,177.149996,180.900002,176.990005,179.810003,193449900,23.788588
2007-12-05,182.889994,185.999998,182.409996,185.5,223100500,24.541366
2007-12-06,186.190002,190.099998,186.120001,189.949995,224952700,25.130094
2007-12-07,190.539995,194.990004,188.040005,194.300001,266516600,25.705593
2007-12-10,193.589998,195.660006,192.690004,194.209999,180594400,25.693686
2007-12-11,194.749998,196.830006,187.390003,188.540003,277731300,24.943554
2007-12-12,193.439995,194.480005,185.760006,190.860003,306415200,25.250486
2007-12-13,190.190001,192.120005,187.82,191.829998,216154400,25.378815
2007-12-14,190.370005,193.200003,189.539999,190.390005,168578200,25.188306
2007-12-17,190.719999,192.650003,182.979996,184.400002,256173400,24.395838
2007-12-18,186.519997,187.330002,178.600002,182.979996,305650800,24.207973
2007-12-19,182.979996,184.639994,180.900002,183.119999,206869600,24.226496
2007-12-20,185.429998,187.83,183.330004,187.209999,193514300,24.767596
2007-12-21,190.119999,193.910006,189.889994,193.910006,248490200,25.653997
2007-12-24,195.030005,199.329996,194.789999,198.799997,120050700,26.300935
2007-12-26,199.010002,200.959993,196.820005,198.950001,175933100,26.320781
2007-12-27,198.950001,202.959999,197.800001,198.570005,198881900,26.270508
2007-12-28,200.589998,201.559994,196.879993,199.829994,174911800,26.437202
2007-12-31,199.5,200.499996,197.75,198.079994,134833300,26.20568
2008-01-02,199.269995,200.260004,192.550001,194.84,269794700,25.777034
2008-01-03,195.41,197.390005,192.690004,194.930002,210516600,25.788941
2008-01-04,191.450003,192.999998,178.889996,180.049995,363958000,23.820339
2008-01-07,181.249996,183.599997,170.229998,177.639994,518048300,23.501499
2008-01-08,180.139997,182.459997,170.799997,171.249994,380954000,22.656112
2008-01-09,171.299995,179.499996,168.299994,179.399994,453470500,23.734345
2008-01-10,177.580006,181.000004,175.409996,178.020002,370743800,23.551774
2008-01-11,175.999996,177.849998,170.000006,172.690001,308071400,22.846623
2008-01-14,177.520004,179.419994,175.170004,178.780006,275112600,23.652321
2008-01-15,177.719995,179.220003,164.660004,169.039997,585819500,22.363733
2008-01-16,165.230003,169.009996,156.699995,159.639996,553461300,21.120127
2008-01-17,161.509998,165.360006,158.419994,160.889997,439464900,21.2855
2008-01-18,161.710003,165.750002,159.609995,161.359995,431085900,21.34768
2008-01-22,148.059998,159.980003,146.000004,155.639997,608688500,20.590933
2008-01-23,136.190006,140.0,126.140003,139.070005,843242400,18.398749
2008-01-24,139.99,140.700003,132.010004,135.600006,501466700,17.939673
2008-01-25,138.990004,139.090006,129.610003,130.009998,388684800,17.200124
2008-01-28,128.159996,133.200005,126.449997,130.009998,368711000,17.200124
2008-01-29,131.149998,132.789995,129.050003,131.540007,274995700,17.402542
2008-01-30,131.370003,135.450003,129.999998,132.179995,310762900,17.487211
2008-01-31,129.449999,136.650003,129.399998,135.360001,336418600,17.907921
2008-02-01,136.239994,136.590002,132.179995,133.750004,252686000,17.694921
2008-02-04,134.210001,135.9,131.420004,131.649996,224808500,17.417093
2008-02-05,130.429995,133.999996,128.9,129.359997,285260500,17.11413
2008-02-06,130.830004,131.920002,121.769997,122.000002,393318100,16.140414
2008-02-07,119.969995,124.779999,117.27,121.239998,520832900,16.039866
2008-02-08,122.080004,125.700006,121.600006,125.480001,338993200,16.600812
2008-02-11,128.010006,129.979998,127.200001,129.449999,300358100,17.126037
2008-02-12,130.700001,130.999994,123.619999,124.860001,306495000,16.518787
2008-02-13,126.680002,129.780006,125.630005,129.399998,242133500,17.119422
2008-02-14,129.399998,130.800003,127.009996,127.459993,238524300,16.862762
2008-02-15,126.270006,127.079998,124.059996,124.629995,225325100,16.488358
2008-02-19,125.99,126.750004,121.440002,122.180006,251261500,16.164228
2008-02-20,122.200006,124.599995,121.679995,123.820004,241859800,16.381197
2008-02-21,126.050001,126.469997,120.860003,121.540005,234528700,16.079557
2008-02-22,122.48,122.51,115.869995,119.459997,382469500,15.804375
2008-02-25,118.590004,120.17,116.66,119.740004,314193600,15.841419
2008-02-26,117.639996,121.089994,115.439999,119.150003,376222000,15.763363
2008-02-27,118.229996,123.049999,118.090006,122.959997,368784500,16.267419
2008-02-28,127.200001,132.199995,125.769995,129.909996,404563600,17.186894
2008-02-29,129.289995,130.210003,124.799999,125.020004,313870200,16.539955
2008-03-03,124.440004,125.98,118.000004,121.729996,398260800,16.104692
2008-03-04,121.990002,124.880001,120.400005,124.619995,446345900,16.487035
2008-03-05,123.579998,125.139994,122.249994,124.490005,305459000,16.469837
2008-03-06,124.609995,127.499994,120.810001,120.930004,368424700,15.998854
2008-03-07,120.410006,122.979998,119.050001,122.249994,307615700,16.173487
2008-03-10,121.980001,123.459995,119.369995,119.690002,249897200,15.834804
2008-03-11,124.099997,127.479994,122.000002,127.350004,290985800,16.848211
2008-03-12,127.039997,128.679995,125.169994,126.030001,264907300,16.673576
2008-03-13,124.099997,129.5,122.999998,127.940004,315525700,16.926267
2008-03-14,129.879995,130.300005,124.199999,126.610001,289160200,16.750309
2008-03-17,122.550001,128.590006,122.550001,126.730003,268149700,16.766185
2008-03-18,129.180006,133.0,128.669994,132.819996,301280000,17.571882
2008-03-19,133.120003,134.290003,129.670004,129.670004,252634200,17.155143
2008-03-20,131.119997,133.290007,129.180006,133.270006,227196900,17.631418
2008-03-24,134.009996,140.850006,133.640001,139.530003,266730100,18.459606
2008-03-25,139.959999,143.100004,137.330006,140.979996,263097800,18.651438
2008-03-26,140.870007,145.739998,140.640001,145.059996,295521100,19.191215
2008-03-27,144.950006,145.310001,139.99,140.250006,249957400,18.554861
2008-03-28,141.800001,144.65,141.599997,143.010002,178652600,18.920004
2008-03-31,143.269995,145.709997,142.520004,143.5,192016300,18.98483
2008-04-01,146.299997,149.659994,143.610003,149.530005,258141800,19.782591
2008-04-02,148.780001,151.200003,145.85,147.489998,261242100,19.512701
2008-04-03,147.060001,153.630005,147.0,151.609999,262892000,20.057771
2008-04-04,152.189999,154.710003,150.750006,153.080006,213604300,20.25225
2008-04-07,156.129995,159.689997,155.109999,155.890003,289581600,20.624009
2008-04-08,153.550003,156.450003,152.320002,152.84,253573600,20.220498
2008-04-09,153.309998,153.889997,150.459999,151.439995,218349600,20.03528
2008-04-10,151.130001,155.420006,150.600002,154.549999,238940800,20.446728
2008-04-11,152.719997,153.299997,146.4,147.140003,302519000,19.466397
2008-04-14,146.769995,149.249998,144.539997,147.780005,211271900,19.551068
2008-04-15,149.400002,149.719995,145.719997,148.380005,174509300,19.630448
2008-04-16,151.720001,154.100002,150.620003,153.700006,198943500,20.334276
2008-04-17,154.170004,156.000006,153.349998,154.489998,176066800,20.43879
2008-04-18,159.119997,162.260002,158.379993,161.040001,256691400,21.305346
2008-04-21,162.210001,168.499998,161.760004,168.160004,259788200,22.247311
2008-04-22,167.4,168.0,158.09,160.199995,359893100,21.194214
2008-04-23,164.050003,164.839994,161.080002,162.890003,376047700,21.550098
